,Content
19,what do you identify e
20,ethnically
21,ethnicitywise?
22,Uh Black Asian and Italian
23,Okay
24,That's cool
25,Um
26,year of birth?
27,Uh eightyseven
28,Okay
29,Home town?
30,Washington DC
31,Okay cool cool What um
32,neighborhood
33,you grew up?
34,Uh kind of grew up on the south side
35,um pretty much all over
36,But uh for a period of time I lived out in uh
37,Northern Virginia
38,That's where I mainly went to school
39,you know
40,Okay
41,Cool cool cool cool
42,Um
43,how long
44,have you lived in the Atlanta
45,area
46,I've been here almost five no
47,months now Uh
48,yeah so to speak five months
49,Okay cool cool cool Um
50,what other places have you lived?
51,Uh I've lived in Wilmington Delaware
52,Uh I've lived in Philadelphia
53,Um lived in Virginia
54,Um
55,<ts>
56,think I lived in New York for a while
57,in Brooklyn
58,for about two years
59,And found my way down to Atlanta
60,<whistle>
61,Been up North then you came down South with it that's cool
62,Let's see um
63,education wise what's I guess like your highest form of edu
64,Highest level of education is high school
65,education
66,Okay
67,Yeah
68,Um
69,occupation?
70,Uh I'm a professional musician
71,and or songwriter and producer
72,G shit
73,yeah
74,Um
75,parents' birth place?
76,Uh um my mom and dad both
77,from Washington DC
78,Okay cool cool cool
79,And what did they do as a occupation?
80,Uh my mom was worked for the government
81,uh
82,consultant and consulting firms uh most of her life
83,dealing with uh
84,contracts
85,high level contracts I think she was like a grade thirteen or something like that
86,Woah sh
87,whatever that means
88,that sound cool
89,Uh my dad
90,Whatever that is
91,<exhale> he's been a uh
92,pastor
93,preacher bishop
94,all of his life so he's been preaching
95,Okay
96,Um and he's he was also a former musician
97,songwriter and producer as well
98,prior to him
99,S
100,him dying
101,uh last year
102,Oh man
103,I'm really really sorry to hear that
104,Yeah yeah man
105,So you're a preacher kid
106,Yeah I'm a PK
107,Oh
108,to the fullest
109,Wow
110,to the fullest extent
111,Wow that's dope
112,Um
113,let's see
114,do you have any siblings?
115,Yeah I have uh
116,a older brother by the name of 
117,Junior
118,Okay
119,Uh he's a
120,thirtyone
121,I believe No
122,I take that back
123,'s three years older than me He's thirtyfour
124,Sorry
125,Okay cool cool cool cool cool
126,Yeah
127,So um how is your relationship with your brother?
128,Um it's not really a relationship
129,Uh we kind of saw each other growing up
130,in and out
131,Mmhm
132,So uh we pretty much kind of saw each other on weekends for a while
133,My father wasn't really around to be honest
134,Yeah
135,Yeah
136,So you know but that's m that's my guy man It's it's like you know we're brothers It's a natural
137,it's a natural chemistry man So it's like a relationship that'll never die
138,you know
139,Nah definitely
140,definitely definitely
141,About um
142,your relationship with your mother?
143,Um I grew up a mama's boy
144,Um as
145,but as you know she kept me in church Uh my mom
146,was a single parent f so for a long time all I knew was my mom
147,My mom was my mom and my dad
148,you know
149,Know what I'm saying she's a very strong woman
150,Mmhm
151,Um
152,she she raised me I feel like the best way she could
153,at the time I don't know exactly what age she had me at but she did have me at a young age
154,Mmhm
155,Um
156,you know so
157,now pretty much I grew up
158,like I said she did whatever she had to do to put food on the table nothing illegal
159,you know But she just worked really really hard So my work ethic
160,Mm
161,definitely comes from my mom
162,Okay
163,Um
164,you know the way I treat a woman things of that nature
165,you know I g
166,I
167,those are the little nuggets I got from my mom
168,Mm
169,coming up
170,Mm
171,So we're pretty close to answer your question
172,Um now we're not as close
173,you know just because you know
174,of age maybe
175,you know but
176,you know
177,So
178,what about um
179,your grandparents? You got a relationship
180,with them?
181,Yeah my mom's mom uh I have a relationship
182,Uh my dad's mom I definitely had a relationship prior to her passing as well
183,Mmhm
184,I actually saw my grandmother and my aunt and uncles more than I actually saw my dad which was kind of weird
185,But
186,Okay
187,the family didn't love me any less
188,because my dad wasn't around They actually kind of embraced me more
189,you know so
190,Family man
191,so
192,yeah
193,Takes a village
194,Absolutely
195,Yeah
196,Absolutely
197,Let's see uh
198,did you feel like
199,your siblings got away with things that
200,you never did? Or
201,did you get away with things that they didn't get away with
202,Um
203,vice versa?
204,Considering
205,me and my brother grew up in two different households
206,Mmhm
207,um I can't really answer that question
208,Okay
209,you know effectively
210,Mmhm
211,you know
212,But to my knowledge you know when we were around each other we pretty much did the same things so
213,when one got in trouble we all got in trouble you know
214,Nah I definitely understand that
215,What about um
216,aunts and uncles
217,cousins?
218,Um
219,I mean we were all pretty close coming up
220,um
221,I was funny thing is I was probably more closer to my
222,dad's side of the family than I was my mom's side
223,Mmhm
224,you know but
225,but you know
226,um
227,you know
228,we allow life to be life you know
229,hm
230,and I just I pretty much dealt with wha what was given to me I moved around a lot as a kid so
231,we were kind of in and out of seeing each other but
232,I try to stay as consistent as possible you know
233,Mmhm
234,Need to close that
235,Okay
236,Alright um
237,now
238,we gonna um
239,switch it up from the fam for a minute and we gonna get into
240,school days
241,Cool
242,Now
243,um
244,did you go to
245,one of the schools in your neighborhood?
246,Um funny thing is
247,every neighborhood I've ever lived I never went to the local school I always went to the school in like
248,the better district so to speak
249,Okay
250,Um
251,to what
252,to what extent I don't know how
253,maybe my mom was using like her work address so I could go to school in a better neighborhood
254,Mmhm
255,You know like we would live in DC but I would go to school in Virginia
256,Oh that's real
257,You know so you know what I'm saying like it was one of those type of situations like
258,??
259,she had to get up at five fortyfive I had to get up at five fortyfive
260,Oh man
261,You know to get to school but it was worth it I understand why she did what she did you know
262,Definitely worth it
263,Mmhm
264,considering the times we live in today
265,Wow
266,Okay
267,Let's see um
268,dang so if you had to get up that early how far would you say was
269,from your house to school?
270,Probably about a fortyfive minute drive
271,Wow
272,Okay
273,Nah difference
274,Fortyfive minutes to an hour depending on traffic at the time
275,you know
